ISBN,title,author,year,publisher,imageurl
440207622,Daddy,DANIELLE STEEL,1990,Dell,http://images.amazon.com/images/P/0440207622.01.LZZZZZZZ.jpg
399142495,Small Town Girl,LaVyrle Spencer,1997,Putnam Pub Group,http://images.amazon.com/images/P/0399142495.01.LZZZZZZZ.jpg
345453816,Killjoy,Julie Garwood,2003,Ballantine Books,http://images.amazon.com/images/P/0345453816.01.LZZZZZZZ.jpg
688162827,Tell Me Your Dreams,Sidney Sheldon,1998,William Morrow &amp; Company,http://images.amazon.com/images/P/0688162827.01.LZZZZZZZ.jpg
553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam,http://images.amazon.com/images/P/0553571885.01.LZZZZZZZ.jpg
014034294X,Matilda,Roald Dahl,1990,Puffin Books,http://images.amazon.com/images/P/014034294X.01.LZZZZZZZ.jpg
553578022,The Face of Deception,Iris Johansen,1999,Bantam Books,http://images.amazon.com/images/P/0553578022.01.LZZZZZZZ.jpg
449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books,http://images.amazon.com/images/P/0449219364.01.LZZZZZZZ.jpg
743227441,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone,http://images.amazon.com/images/P/0743227441.01.LZZZZZZZ.jpg
553275976,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books,http://images.amazon.com/images/P/0553275976.01.LZZZZZZZ.jpg
553122509,All Creatures Great and Small,James Herriot,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553122509.01.LZZZZZZZ.jpg
140092323,Lake Wobegon days,Garrison Keillor,1986,Penguin Books,http://images.amazon.com/images/P/0140092323.01.LZZZZZZZ.jpg
553578308,Tough Cookie,Diane Mott Davidson,2001,Bantam Books,http://images.amazon.com/images/P/0553578308.01.LZZZZZZZ.jpg
671001787,Alaska,Frank Lauria,1996,Aladdin,http://images.amazon.com/images/P/0671001787.01.LZZZZZZZ.jpg
446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever,http://images.amazon.com/images/P/0446610542.01.LZZZZZZZ.jpg
786000872,The Promise,Mandalyn Kaye,1995,Pinnacle Books,http://images.amazon.com/images/P/0786000872.01.LZZZZZZZ.jpg
451178599,Needful Things,Stephen King,1993,New Amer Library,http://images.amazon.com/images/P/0451178599.01.LZZZZZZZ.jpg
451170385,Four Past Midnight,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451170385.01.LZZZZZZZ.jpg
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,http://images.amazon.com/images/P/006016848X.01.LZZZZZZZ.jpg
671727583,Smart Women,Judy Blume,1990,Pocket Books,http://images.amazon.com/images/P/0671727583.01.LZZZZZZZ.jpg
515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books,http://images.amazon.com/images/P/0515133302.01.LZZZZZZZ.jpg
446532452,The Wedding,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446532452.01.LZZZZZZZ.jpg
042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/042510107X.01.LZZZZZZZ.jpg
312966806,Tell Me Lies (Tell Me Lies),Jennifer Crusie,1999,St. Martin's Press,http://images.amazon.com/images/P/0312966806.01.LZZZZZZZ.jpg
446603716,Hide &amp; Seek,James Patterson,1996,Warner Books,http://images.amazon.com/images/P/0446603716.01.LZZZZZZZ.jpg
440193613,Wanderlust,Danielle Steel,1987,Dell,http://images.amazon.com/images/P/0440193613.01.LZZZZZZZ.jpg
373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin,http://images.amazon.com/images/P/0373825013.01.LZZZZZZZ.jpg
451157443,Carrie,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451157443.01.LZZZZZZZ.jpg
671880314,Schindler's List,Thomas Keneally,1993,Touchstone,http://images.amazon.com/images/P/0671880314.01.LZZZZZZZ.jpg
446513067,The General's Daughter,Nelson DeMille,1992,Warner Books,http://images.amazon.com/images/P/0446513067.01.LZZZZZZZ.jpg
385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday,http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg
553263226,The Bourne Supremacy,Robert Ludlum,1987,Bantam,http://images.amazon.com/images/P/0553263226.01.LZZZZZZZ.jpg
373218397,Summer Pleasures,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373218397.01.LZZZZZZZ.jpg
399143874,Homeport,Nora Roberts,1998,Putnam Publishing Group,http://images.amazon.com/images/P/0399143874.01.LZZZZZZZ.jpg
440222842,Five Days in Paris,DANIELLE STEEL,1997,Dell,http://images.amazon.com/images/P/0440222842.01.LZZZZZZZ.jpg
679433740,Paradise,Toni Morrison,1998,Alfred A. Knopf,http://images.amazon.com/images/P/0679433740.01.LZZZZZZZ.jpg
375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703063.01.LZZZZZZZ.jpg
446360589,The Burden of Proof,Scott Turow,1991,Warner Books,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg
385306024,Accident,Danielle Steel,1994,Delacorte Press,http://images.amazon.com/images/P/0385306024.01.LZZZZZZZ.jpg
446802204,Master of the Game,Sidney Sheldon,1983,Not Avail,http://images.amazon.com/images/P/0446802204.01.LZZZZZZZ.jpg
446329894,If Tomorrow Comes,Sidney Sheldon,1986,Warner Books> C/o Little Br,http://images.amazon.com/images/P/0446329894.01.LZZZZZZZ.jpg
553580221,False Memory,Dean R. Koontz,2000,Bantam Books,http://images.amazon.com/images/P/0553580221.01.LZZZZZZZ.jpg
399139087,Second Nature,Alice Hoffman,1994,Putnam Pub Group,http://images.amazon.com/images/P/0399139087.01.LZZZZZZZ.jpg
312958129,Coming Home,Rosamunde Pilcher,1996,St. Martin's Press,http://images.amazon.com/images/P/0312958129.01.LZZZZZZZ.jpg
345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books,http://images.amazon.com/images/P/0345368754.01.LZZZZZZZ.jpg
61099708,Colony,Anne Rivers Siddons,1993,HarperTorch,http://images.amazon.com/images/P/0061099708.01.LZZZZZZZ.jpg
446359750,Devices and Desires,Phyllis White,1991,Warner Books,http://images.amazon.com/images/P/0446359750.01.LZZZZZZZ.jpg
553581554,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books,http://images.amazon.com/images/P/0553581554.01.LZZZZZZZ.jpg
451180232,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451180232.01.LZZZZZZZ.jpg
451137965,Thinner,Stephen King,1985,New Amer Library,http://images.amazon.com/images/P/0451137965.01.LZZZZZZZ.jpg
425105334,The Talisman,Stephen King,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425105334.01.LZZZZZZZ.jpg
671886665,A Cry In The Night,Mary Higgins Clark,1993,Pocket,http://images.amazon.com/images/P/0671886665.01.LZZZZZZZ.jpg
080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg
425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425145638.01.LZZZZZZZ.jpg
140003065X,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA,http://images.amazon.com/images/P/140003065X.01.LZZZZZZZ.jpg
671011367,Deja Dead,Kathy Reichs,1998,Pocket,http://images.amazon.com/images/P/0671011367.01.LZZZZZZZ.jpg
553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg
60391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,http://images.amazon.com/images/P/0060391626.01.LZZZZZZZ.jpg
440200563,Fine Things,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440200563.01.LZZZZZZZ.jpg
553213172,Anne of the Island,Lucy Maud Montgomery,1983,Bantam Classics,http://images.amazon.com/images/P/0553213172.01.LZZZZZZZ.jpg
312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg
679425268,Sole Survivor,DEAN KOONTZ,1997,Knopf,http://images.amazon.com/images/P/0679425268.01.LZZZZZZZ.jpg
515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg
385413041,Beach Music,PAT CONROY,1995,Nan A. Talese,http://images.amazon.com/images/P/0385413041.01.LZZZZZZZ.jpg
345422317,The Genesis Code,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg
425168468,Practical Magic,Alice Hoffman,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425168468.01.LZZZZZZZ.jpg
515130966,Riptide,Catherine Coulter,2001,Jove Books,http://images.amazon.com/images/P/0515130966.01.LZZZZZZZ.jpg
345298349,Gorky Park,Martin Cruz Smith,1993,Ballantine Books,http://images.amazon.com/images/P/0345298349.01.LZZZZZZZ.jpg
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,http://images.amazon.com/images/P/1558745157.01.LZZZZZZZ.jpg
006073941X,Bridge to Terabithia,Katherine Paterson,2004,HarperTrophy,http://images.amazon.com/images/P/006073941X.01.LZZZZZZZ.jpg
375411550,The Bluest Eye,Toni Morrison,2000,Knopf,http://images.amazon.com/images/P/0375411550.01.LZZZZZZZ.jpg
316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316781010.01.LZZZZZZZ.jpg
345404769,Silent Witness,RICHARD NORTH PATTERSON,1997,Ballantine Books,http://images.amazon.com/images/P/0345404769.01.LZZZZZZZ.jpg
399148248,Midnight Bayou,Nora Roberts,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399148248.01.LZZZZZZZ.jpg
1573229725,Fingersmith,Sarah Waters,2002,Riverhead Books,http://images.amazon.com/images/P/1573229725.01.LZZZZZZZ.jpg
425136981,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425136981.01.LZZZZZZZ.jpg
836278658,No Greater Love,William X. Kienzle,1999,Andrews McMeel Pub,http://images.amazon.com/images/P/0836278658.01.LZZZZZZZ.jpg
671867091,Remember Me,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867091.01.LZZZZZZZ.jpg
380710722,It's Always Something,Gilda Radner,1990,Avon,http://images.amazon.com/images/P/0380710722.01.LZZZZZZZ.jpg
786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,http://images.amazon.com/images/P/0786867647.01.LZZZZZZZ.jpg
425097722,Fatherhood,Bill Cosby,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425097722.01.LZZZZZZZ.jpg
345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,http://images.amazon.com/images/P/0345445848.01.LZZZZZZZ.jpg
440176484,Secrets,DANIELLE STEEL,1986,Dell,http://images.amazon.com/images/P/0440176484.01.LZZZZZZZ.jpg
385319568,The Long Road Home,DANIELLE STEEL,1998,Delacorte Press,http://images.amazon.com/images/P/0385319568.01.LZZZZZZZ.jpg
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,http://images.amazon.com/images/P/038542017X.01.LZZZZZZZ.jpg
61097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,http://images.amazon.com/images/P/0061097101.01.LZZZZZZZ.jpg
425155404,Invasion,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425155404.01.LZZZZZZZ.jpg
425184943,Blue Diary,Alice Hoffman,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425184943.01.LZZZZZZZ.jpg
449910237,Moo,Jane Smiley,1996,Ballantine Books,http://images.amazon.com/images/P/0449910237.01.LZZZZZZZ.jpg
345413865,Billy Straight : A Novel,JONATHAN KELLERMAN,1999,Ballantine Books,http://images.amazon.com/images/P/0345413865.01.LZZZZZZZ.jpg
373483694,Macgregor Grooms (Macgregors),Nora Roberts,1998,Silhouette,http://images.amazon.com/images/P/0373483694.01.LZZZZZZZ.jpg
842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers,http://images.amazon.com/images/P/0842329242.01.LZZZZZZZ.jpg
425146413,Night Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425146413.01.LZZZZZZZ.jpg
015100692X,The Crimson Petal and the White,Michel Faber,2002,Harcourt,http://images.amazon.com/images/P/015100692X.01.LZZZZZZZ.jpg
399144714,Vector,Robin Cook,1999,Putnam Pub Group,http://images.amazon.com/images/P/0399144714.01.LZZZZZZZ.jpg
451204301,Impulse,Catherine Coulter,2001,Signet Book,http://images.amazon.com/images/P/0451204301.01.LZZZZZZZ.jpg
425151867,Acceptable Risk,Robin Cook,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425151867.01.LZZZZZZZ.jpg
446609943,The Switch,Sandra Brown,2001,Warner Vision,http://images.amazon.com/images/P/0446609943.01.LZZZZZZZ.jpg
553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,http://images.amazon.com/images/P/0553250426.01.LZZZZZZZ.jpg
446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books,http://images.amazon.com/images/P/0446363251.01.LZZZZZZZ.jpg
671525743,Night Whispers,Judith McNaught,1999,Pocket,http://images.amazon.com/images/P/0671525743.01.LZZZZZZZ.jpg
553278029,A Great Deliverance,Elizabeth George,1989,Bantam Books,http://images.amazon.com/images/P/0553278029.01.LZZZZZZZ.jpg
553265741,Sacred Sins,Nora Roberts,1990,Bantam Books,http://images.amazon.com/images/P/0553265741.01.LZZZZZZZ.jpg
446356832,The Sands of Time,Sidney Sheldon,1989,Warner Books,http://images.amazon.com/images/P/0446356832.01.LZZZZZZZ.jpg
553583441,Touching Evil,Kay Hooper,2001,Bantam Books,http://images.amazon.com/images/P/0553583441.01.LZZZZZZZ.jpg
786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg
345447867,The Apprentice,Tess Gerritsen,2003,Ballantine Books,http://images.amazon.com/images/P/0345447867.01.LZZZZZZZ.jpg
440213290,The Copper Beech,Maeve Binchy,1993,Dell,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg
515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg
515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg
051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg
671693816,Wifey,Judy Blume,1989,Pocket,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg
553287737,The Bourne Ultimatum,Robert Ludlum,1991,Bantam Books,http://images.amazon.com/images/P/0553287737.01.LZZZZZZZ.jpg
440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg
60096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade,http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg
440124344,Family Album,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440124344.01.LZZZZZZZ.jpg
373483503,Macgregor Brides (Macgregors),Nora Roberts,1997,Silhouette,http://images.amazon.com/images/P/0373483503.01.LZZZZZZZ.jpg
515122734,Sanctuary,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515122734.01.LZZZZZZZ.jpg
440209412,Message from Nam,Danielle Steel,1991,Dell,http://images.amazon.com/images/P/0440209412.01.LZZZZZZZ.jpg
425176487,The Pull of the Moon,Elizabeth Berg,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425176487.01.LZZZZZZZ.jpg
425189031,Portrait in Death,Nora Roberts,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189031.01.LZZZZZZZ.jpg
679744398,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage,http://images.amazon.com/images/P/0679744398.01.LZZZZZZZ.jpg
451196856,The Most Wanted,Jacquelyn Mitchard,1999,Signet Book,http://images.amazon.com/images/P/0451196856.01.LZZZZZZZ.jpg
679429883,Eyes of a Child,Richard North Patterson,1994,Random House Inc,http://images.amazon.com/images/P/0679429883.01.LZZZZZZZ.jpg
446667900,A Darkness More Than Night,Michael Connelly,2002,Warner Vision,http://images.amazon.com/images/P/0446667900.01.LZZZZZZZ.jpg
446604232,Exclusive,Sandra Brown,1997,Warner Books,http://images.amazon.com/images/P/0446604232.01.LZZZZZZZ.jpg
312198493,Crazy for You,Jennifer Crusie,1999,St Martins Pr,http://images.amazon.com/images/P/0312198493.01.LZZZZZZZ.jpg
067164257X,GARDEN OF SHADOWS (Dollanger Saga (Paperback)),Ariel Jennifer Jones,1987,Pocket,http://images.amazon.com/images/P/067164257X.01.LZZZZZZZ.jpg
440224594,The Return Journey,MAEVE BINCHY,1999,Dell,http://images.amazon.com/images/P/0440224594.01.LZZZZZZZ.jpg
515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515126772.01.LZZZZZZZ.jpg
385299087,Heartbeat,Danielle Steel,1991,Delacorte Press,http://images.amazon.com/images/P/0385299087.01.LZZZZZZZ.jpg
449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books,http://images.amazon.com/images/P/0449219461.01.LZZZZZZZ.jpg
425152898,Mind Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425152898.01.LZZZZZZZ.jpg
316678104,Fortune's Rocks : A Novel,Anita Shreve,2001,Back Bay Books,http://images.amazon.com/images/P/0316678104.01.LZZZZZZZ.jpg
671741195,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg
055358264X,Dream Country,Luanne Rice,2002,Bantam Books,http://images.amazon.com/images/P/055358264X.01.LZZZZZZZ.jpg
425158632,Executive Orders (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158632.01.LZZZZZZZ.jpg
425132048,Eyes of Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425132048.01.LZZZZZZZ.jpg
446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,http://images.amazon.com/images/P/0446606189.01.LZZZZZZZ.jpg
446602620,Blood Work,Michael Connelly,1998,Warner Books,http://images.amazon.com/images/P/0446602620.01.LZZZZZZZ.jpg
425174271,Certain Prey,John Sandford,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425174271.01.LZZZZZZZ.jpg
039914613X,Easy Prey,John Sandford,2000,Putnam Publishing Group,http://images.amazon.com/images/P/039914613X.01.LZZZZZZZ.jpg
425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189864.01.LZZZZZZZ.jpg
425109720,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425109720.01.LZZZZZZZ.jpg
440203856,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg
515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515124214.01.LZZZZZZZ.jpg
684832291,My Gal Sunday,Mary Higgins Clark,1996,Simon &amp; Schuster,http://images.amazon.com/images/P/0684832291.01.LZZZZZZZ.jpg
399141200,That Camden Summer,Lavyrle Spencer,1996,Putnam Pub Group,http://images.amazon.com/images/P/0399141200.01.LZZZZZZZ.jpg
440213991,Guardian Angel,Sara Paretsky,1996,Dell Publishing Company,http://images.amazon.com/images/P/0440213991.01.LZZZZZZZ.jpg
449223604,M Is for Malice,Sue Grafton,1998,Fawcett Books,http://images.amazon.com/images/P/0449223604.01.LZZZZZZZ.jpg
688084915,Nothing Lasts Forever,Sidney Sheldon,1994,Harpercollins Childrens Books,http://images.amazon.com/images/P/0688084915.01.LZZZZZZZ.jpg
743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002,Pocket,http://images.amazon.com/images/P/0743418131.01.LZZZZZZZ.jpg
3548234100,1984,George Orwell,1994,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas,http://images.amazon.com/images/P/3548234100.01.LZZZZZZZ.jpg
